ID_COMM;PARTITA_IVA_O_CF;BENEFICIARIO;COD_DIREZIONE;DIREZIONE_SERVIZIO_RESP_PROC;IMPORTO;DOCUMENTO;TIPO_ATTO_IMPEGNO;NUMERO_ATTO_IMPEGNO;ANNO_COMMISSIONE;ANNO_PAGAMENTO;DIFFERENZA_PAGAMENTO_COMMISSIONE
4239;GNLCLD69P08D286O;GENIALE CLAUDIO;14;DIREZ. RISORSE UMANE;337;FATTURA;DD;010191;2011;2012;1
4240;04925940480;GEOIN SRL;61;SERV.SVIL.INFRASTR.TECNOL;2233;FATTURA;DD;001938;2012;2012;0
4241;04925940480;GEOIN SRL;61;SERV.SVIL.INFRASTR.TECNOL;2233;FATTURA;DD;004329;2012;2012;0
4242;04925940480;GEOIN SRL;12;DIR.SIST.INFORMATIVI;10310;FATTURA;DD;005068;2012;2012;0
4243;04925940480;GEOIN SRL;12;DIR.SIST.INFORMATIVI;3000;FATTURA;DD;005068;2012;2012;0
4244;FLCNCL57L06B371I;GEOM. FALCO NICOLA;29;S.BELLE ARTI E FAB.PAL.V.;17991;FATTURA;DD;009445;2010;2012;2
4245;FLCNCL57L06B371I;GEOM. FALCO NICOLA;29;S.BELLE ARTI E FAB.PAL.V.;19055;FATTURA;DD;000612;2010;2012;2
4246;FLCNCL57L06B371I;GEOM. FALCO NICOLA;29;S.BELLE ARTI E FAB.PAL.V.;9996;FATTURA;DD;009445;2010;2012;2
4247;FLCNCL57L06B371I;GEOM. FALCO NICOLA;29;S.BELLE ARTI E FAB.PAL.V.;9969;FATTURA;DD;000612;2010;2012;2
4248;FLCNCL57L06B371I;GEOM. FALCO NICOLA;29;S.BELLE ARTI E FAB.PAL.V.;44839;FATTURA;DD;000612;2010;2012;2
4249;01678970482;GEOSYSTEMS S.R.L.;61;SERV.SVIL.INFRASTR.TECNOL;1856;FATTURA;DD;001937;2012;2012;0
4250;01678970482;GEOSYSTEMS S.R.L.;61;SERV.SVIL.INFRASTR.TECNOL;1856;FATTURA;DD;004330;2012;2012;0
4251;05090470484;GHETTI 3 S.P.A.;44;SERV.CENTR.ACQUISTI;740;FATTURA;DD;000244;2012;2012;0
4252;05090470484;GHETTI 3 S.P.A.;44;SERV.CENTR.ACQUISTI;90;FATTURA;DD;010601;2011;2012;1
4253;05090470484;GHETTI 3 S.P.A.;44;SERV.CENTR.ACQUISTI;127;FATTURA;DD;010601;2011;2012;1
4254;05090470484;GHETTI 3 S.P.A.;44;SERV.CENTR.ACQUISTI;127;FATTURA;DD;010601;2011;2012;1
4255;05090470484;GHETTI 3 S.P.A.;44;SERV.CENTR.ACQUISTI;45;FATTURA;DD;000566;2011;2012;1
4256;05090470484;GHETTI 3 S.P.A.;44;SERV.CENTR.ACQUISTI;90;FATTURA;DD;000566;2011;2012;1
4257;05447280487;GIACHI GIOVANNI;48;SERV.GEST. E MANUT. (EX);7584;FATTURA;DD;008075;2010;2012;2
4258;02116960978;GIANASSI MARCO;68;SERVIZIO SPORT;877;FATTURA;DD;005448;2012;2012;0
4259;02116960978;GIANASSI MARCO;68;SERVIZIO SPORT;417;FATTURA;DD;005448;2012;2012;0
4260;02309180368;GIORGIO BORMAC S.R.L.;41;SERV. MUSEI COMUNALI;4706;FATTURA;DD;000320;2012;2012;0
4261;02045010481;GIOVANNONI EMANUELA;13;DIREZ. AVVOCATURA;407;FATTURA;DD;008467;2012;2012;0
4262;03314600481;GIUNTI EDITORE S.P.A;18;DIREZ.ISTRUZIONE;49;FATTURA;DD;006284;2011;2012;1
4263;00421250481;GIUNTI O.S. ORGANIZZAZIONI SPECIALISRL;31;S.ORGANIZ.ACQUIS.RISO;330;FATTURA;DD;007736;2012;2012;0
4264;04314420482;GIUSTI GILBERTO;13;DIREZ. AVVOCATURA;802;FATTURA;DD;008102;2012;2012;0
4265;01366090486;GIUSTI 22;41;SERV. MUSEI COMUNALI;2235;FATTURA;DD;005281;2012;2012;0
4266;05432550480;GLO.BU.S. SRL;44;SERV.CENTR.ACQUISTI;698;FATTURA;DD;006226;2012;2012;0
4267;05432550480;GLO.BU.S. SRL;44;SERV.CENTR.ACQUISTI;4500;FATTURA;DD;006226;2012;2012;0
4268;05432550480;GLO.BU.S. SRL;44;SERV.CENTR.ACQUISTI;4000;FATTURA;DD;006226;2012;2012;0
4269;05432550480;GLO.BU.S. SRL;65;SERVIZI ALL'INFANZIA;9680;FATTURA;DD;002051;2012;2012;0
4270;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;17;FATTURA;DD;006549;2011;2012;1
4271;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;896;FATTURA;DD;006549;2011;2012;1
4272;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;148;FATTURA;DD;006549;2011;2012;1
4273;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;95;FATTURA;DD;006549;2011;2012;1
4274;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;16;FATTURA;DD;006549;2011;2012;1
4275;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;5;FATTURA;DD;006549;2011;2012;1
4276;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;529;FATTURA;DD;006549;2011;2012;1
4277;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;319;FATTURA;DD;003893;2011;2012;1
4278;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;11;FATTURA;DD;010245;2011;2012;1
4279;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;424;FATTURA;DD;003893;2011;2012;1
4280;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;357;FATTURA;DD;003893;2011;2012;1
4281;01848110977;GMF CHIMICA COMMERCIALE SNC;44;SERV.CENTR.ACQUISTI;1597;FATTURA;DD;002830;2012;2012;0
4282;00290660208;GONZAGARREDI SOC.COOP.;65;SERVIZI ALL'INFANZIA;8528;FATTURA;DD;003918;2012;2012;0
4283;01832050510;GOODS SOLUTION SRL;48;SERV.GEST. E MANUT. (EX);5614;FATTURA;DD;001483;2012;2012;0
4284;01265830479;GORI MASSIMILIANO;13;DIREZ. AVVOCATURA;283;FATTURA;DD;006426;2012;2012;0
4285;03491890483;GRAFICHE MARTINELLI-SRL;22;GEST.CANALI COMUNICAZ;1518;FATTURA;DD;005711;2012;2012;0
4286;03491890483;GRAFICHE MARTINELLI-SRL;40;SERV SUPPORTO SCUOLA;6050;FATTURA;DD;008311;2012;2012;0
4287;01753280484;GRAND PRIX  FIRENZEDI G. PELATTI;68;SERVIZIO SPORT;846;FATTURA;DD;007585;2012;2012;0
4288;01507260485;GRAZZINI CAV. FORTUNATO;15;DIREZ.AMBIENTE;12700;FATTURA;DD;002077;2011;2012;1
4289;01507260485;GRAZZINI CAV. FORTUNATO;15;DIREZ.AMBIENTE;112012;FATTURA;DD;002077;2011;2012;1
4290;00232134901;GREGORY ROWCLIFFE MILNERS;13;DIREZ. AVVOCATURA;56525;FATTURA;DD;004559;2012;2012;0
4291;00232134901;GREGORY ROWCLIFFE MILNERS;13;DIREZ. AVVOCATURA;44226;FATTURA;DD;004559;2012;2012;0
4292;00232134901;GREGORY ROWCLIFFE MILNERS;13;DIREZ. AVVOCATURA;47040;FATTURA;DD;004559;2012;2012;0
4293;05319610480;GRUPPO CRONOMETRISTI FIORENTINI ASD;31;S.ORGANIZ.ACQUIS.RISO;484;FATTURA;DD;008432;2012;2012;0
4294;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;281;FATTURA;DD;010947;2011;2012;1
4295;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;335;FATTURA;DD;010947;2011;2012;1
4296;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;3990;FATTURA;DD;010947;2011;2012;1
4297;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1311;FATTURA;DD;010947;2011;2012;1
4298;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1087;FATTURA;DD;010947;2011;2012;1
4299;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1852;FATTURA;DD;005403;2012;2012;0
4300;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;4797;FATTURA;DD;005403;2012;2012;0
4301;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1493;FATTURA;DD;005403;2012;2012;0
4302;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1745;FATTURA;DD;010947;2011;2012;1
4303;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;110;FATTURA;DD;010947;2011;2012;1
4304;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1412;FATTURA;DD;010947;2011;2012;1
4305;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;138;FATTURA;DD;010947;2011;2012;1
4306;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;4664;FATTURA;DD;010947;2011;2012;1
4307;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;449;FATTURA;DD;008513;2012;2012;0
4308;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1774;FATTURA;DD;008513;2012;2012;0
4309;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;193;FATTURA;DD;008513;2012;2012;0
4310;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;95;FATTURA;DD;008513;2012;2012;0
4311;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;562;FATTURA;DD;008513;2012;2012;0
4312;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;5993;FATTURA;DD;010947;2011;2012;1
4313;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;1643;FATTURA;DD;010947;2011;2012;1
4314;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;379;FATTURA;DD;010947;2011;2012;1
4315;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;509;FATTURA;DD;010947;2011;2012;1
4316;00633090550;GRUPPO NOVELLI s.r.l.;40;SERV SUPPORTO SCUOLA;2092;FATTURA;DD;010947;2011;2012;1
4317;01635320359;GRUPPOSLAB S.R.L.;12;DIR.SIST.INFORMATIVI;8258;FATTURA;DD;006393;2012;2012;0
4318;01635320359;GRUPPOSLAB S.R.L.;61;SERV.SVIL.INFRASTR.TECNOL;139;FATTURA;DD;009193;2012;2012;0
4319;01635320359;GRUPPOSLAB S.R.L.;61;SERV.SVIL.INFRASTR.TECNOL;4954;FATTURA;DD;001458;2012;2012;0
4320;01635320359;GRUPPOSLAB S.R.L.;61;SERV.SVIL.INFRASTR.TECNOL;16700;FATTURA;DD;003568;2011;2012;1
4321;03893600480;GRUPPO36MAT-MAT;65;SERVIZI ALL'INFANZIA;378;FATTURA;DD;005570;2012;2012;0
4322;03417120486;G.S. CENTRO INCONTRI - SEZ.JUDO;68;SERVIZIO SPORT;748;FATTURA;DD;005080;2012;2012;0
4323;03866440484;G.S. LE TORRI PODISMO;68;SERVIZIO SPORT;4961;FATTURA;DD;007423;2012;2012;0
4324;01390750485;G.S.D. ALBERETA SAN SALVI;68;SERVIZIO SPORT;524;FATTURA;DD;002127;2012;2012;0
4325;04379550488;G.S.D. LIBERTAS LA TORRE PALLAMANOFIRENZE;68;SERVIZIO SPORT;384;FATTURA;DD;002127;2012;2012;0
4326;05796430485;GUIDOTTI CUCINE PROFESSIONALI S.R.L;10;DIR.SERV.SOCIALI;661;FATTURA;DD;003232;2012;2012;0
4327;05154710486;HARMONIA MUSICA E DANZAASSOCIAZIONE CULTURALE E SPORTIVA;43;SERV.BIBL.ARCH.EVENT;3509;FATTURA;DD;002573;2012;2012;0
4328;05154710486;HARMONIA MUSICA E DANZAASSOCIAZIONE CULTURALE E SPORTIVA;43;SERV.BIBL.ARCH.EVENT;1842;FATTURA;DD;006600;2012;2012;0
4329;01611090091;HARTA DESIGN DI DEBENEDETTI CHIARA;41;SERV. MUSEI COMUNALI;7260;FATTURA;DD;005862;2012;2012;0
4330;01611090091;HARTA DESIGN DI DEBENEDETTI CHIARA;41;SERV. MUSEI COMUNALI;3630;FATTURA;DD;005862;2012;2012;0
4331;01611090091;HARTA DESIGN DI DEBENEDETTI CHIARA;41;SERV. MUSEI COMUNALI;1573;FATTURA;DD;004479;2011;2012;1
4332;01611090091;HARTA DESIGN DI DEBENEDETTI CHIARA;41;SERV. MUSEI COMUNALI;5808;FATTURA;DD;004479;2011;2012;1
4333;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4334;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4335;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4336;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4337;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);54;FATTURA;DD;006230;2012;2012;0
4338;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);61;FATTURA;DD;006230;2012;2012;0
4339;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);186;FATTURA;DD;006230;2012;2012;0
4340;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);44;FATTURA;DD;006230;2012;2012;0
4341;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);50;FATTURA;DD;006230;2012;2012;0
4342;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);231;FATTURA;DD;006230;2012;2012;0
4343;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);28;FATTURA;DD;006230;2012;2012;0
4344;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);257;FATTURA;DD;006230;2012;2012;0
4345;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);29;FATTURA;DD;006230;2012;2012;0
4346;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);28;FATTURA;DD;006230;2012;2012;0
4347;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);55;FATTURA;DD;006230;2012;2012;0
4348;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);447;FATTURA;DD;006230;2012;2012;0
4349;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);51;FATTURA;DD;006230;2012;2012;0
4350;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);184;FATTURA;DD;006230;2012;2012;0
4351;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);56;FATTURA;DD;006230;2012;2012;0
4352;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);37;FATTURA;DD;006230;2012;2012;0
4353;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);29;FATTURA;DD;006230;2012;2012;0
4354;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);28;FATTURA;DD;006230;2012;2012;0
4355;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);59;FATTURA;DD;006230;2012;2012;0
4356;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);28;FATTURA;DD;006230;2012;2012;0
4357;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);14;FATTURA;DD;006230;2012;2012;0
4358;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);14;FATTURA;DD;006230;2012;2012;0
4359;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);14;FATTURA;DD;006230;2012;2012;0
4360;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);47;FATTURA;DD;006230;2012;2012;0
4361;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);61;FATTURA;DD;006230;2012;2012;0
4362;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);212;FATTURA;DD;006230;2012;2012;0
4363;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);91;FATTURA;DD;006230;2012;2012;0
4364;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);81;FATTURA;DD;006230;2012;2012;0
4365;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);37;FATTURA;DD;006230;2012;2012;0
4366;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);38;FATTURA;DD;006230;2012;2012;0
4367;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);13;FATTURA;DD;006230;2012;2012;0
4368;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);212;FATTURA;DD;006230;2012;2012;0
4369;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4370;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4371;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4372;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);-189;NOTA DI CREDITO;DD;006230;2012;2012;0
4373;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);1954;FATTURA;DD;006230;2012;2012;0
4374;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);-474;NOTA DI CREDITO;DD;006230;2012;2012;0
4375;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);186;FATTURA;DD;004683;2012;2012;0
4376;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);53;FATTURA;DD;004683;2012;2012;0
4377;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);104;FATTURA;DD;004683;2012;2012;0
4378;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4379;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);47;FATTURA;DD;006230;2012;2012;0
4380;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);3941;FATTURA;DD;006230;2012;2012;0
4381;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);10;FATTURA;DD;006230;2012;2012;0
4382;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);11;FATTURA;DD;006230;2012;2012;0
4383;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);11;FATTURA;DD;006230;2012;2012;0
4384;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);11;FATTURA;DD;006230;2012;2012;0
4385;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);32;FATTURA;DD;006230;2012;2012;0
4386;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);14;FATTURA;DD;006230;2012;2012;0
4387;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);65;FATTURA;DD;006230;2012;2012;0
4388;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);36;FATTURA;DD;006230;2012;2012;0
4389;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);36;FATTURA;DD;006230;2012;2012;0
4390;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);62;FATTURA;DD;006230;2012;2012;0
4391;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4392;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);177;FATTURA;DD;006230;2012;2012;0
4393;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);191;FATTURA;DD;006230;2012;2012;0
4394;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);55;FATTURA;DD;006230;2012;2012;0
4395;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);43;FATTURA;DD;006230;2012;2012;0
4396;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);27;FATTURA;DD;006230;2012;2012;0
4397;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);27;FATTURA;DD;006230;2012;2012;0
4398;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);27;FATTURA;DD;006230;2012;2012;0
4399;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);47;FATTURA;DD;006230;2012;2012;0
4400;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4401;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4402;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4403;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);140;FATTURA;DD;006230;2012;2012;0
4404;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4405;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);21;FATTURA;DD;006230;2012;2012;0
4406;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4407;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);39;FATTURA;DD;006230;2012;2012;0
4408;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);49;FATTURA;DD;006230;2012;2012;0
4409;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);40;FATTURA;DD;006230;2012;2012;0
4410;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);40;FATTURA;DD;006230;2012;2012;0
4411;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4412;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4413;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4414;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4415;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);23;FATTURA;DD;006230;2012;2012;0
4416;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);45;FATTURA;DD;006230;2012;2012;0
4417;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);50;FATTURA;DD;006230;2012;2012;0
4418;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);284;FATTURA;DD;006230;2012;2012;0
4419;02221101203;HERA COMMSOCIO UNICO HERA S.P.A;48;SERV.GEST. E MANUT. (EX);213;FATTURA;DD;006230;2012;2012;0
4420;01518520976;HIDRA;10;DIR.SERV.SOCIALI;96;FATTURA;DD;000050;2012;2012;0
4421;05443270482;HIHO S.R.L.;12;DIR.SIST.INFORMATIVI;6110;FATTURA;DD;006298;2012;2012;0
4422;05443270482;HIHO S.R.L.;12;DIR.SIST.INFORMATIVI;2036;FATTURA;DD;004305;2012;2012;0
4423;05305150483;HOFFMANN SRL;48;SERV.GEST. E MANUT. (EX);2455;FATTURA;DD;002271;2012;2012;0
4424;05305150483;HOFFMANN SRL;48;SERV.GEST. E MANUT. (EX);4476;FATTURA;DD;002271;2012;2012;0
4425;05305150483;HOFFMANN SRL;48;SERV.GEST. E MANUT. (EX);477;FATTURA;DD;002271;2012;2012;0
4426;05305150483;HOFFMANN SRL;48;SERV.GEST. E MANUT. (EX);483;FATTURA;DD;002271;2012;2012;0
4427;05305150483;HOFFMANN SRL;48;SERV.GEST. E MANUT. (EX);726;FATTURA;DD;002271;2012;2012;0
4428;05305150483;HOFFMANN SRL;48;SERV.GEST. E MANUT. (EX);24182;FATTURA;DD;004645;2012;2012;0
4429;01288811001;HOTEL TIZIANO;71;UFF.AFFARI GEN.E CERIM.;123;FATTURA;DD;002326;2012;2012;0
4430;01458560487;HUMANITAS FIRENZE S.M.S. PUBBLICAASSISTENZA;10;DIR.SERV.SOCIALI;13949;FATTURA;DD;001216;2012;2012;0
4431;04517410488;HYDRA;15;DIREZ.AMBIENTE;6050;FATTURA;DD;000354;2012;2012;0
4432;01767140153;I R S - ISTITUTO RICERCA SOCIALE;14;DIREZ. RISORSE UMANE;6500;FATTURA;DD;007639;2012;2012;0
4433;01753580487;IDRO CONSULT S.A.S;15;DIREZ.AMBIENTE;1645;FATTURA;DD;004325;2012;2012;0
